id,a
0,0.7761133667740525
1,0.38990953945963497
2,0.24855113542380378
3,0.1013785439402896
4,0.10446438244216931
5,0.062448577817601054
6,0.6396112738976074
7,0.7296499944296595
8,0.30054270673136846
9,0.08223310288230627
10,0.486572898972339
11,0.10110313852780155
12,0.6321720906949329
13,0.16554104005651785
14,0.07057518334595995
15,0.14608444680113042
16,0.5497470435842841
17,0.45094116305603227
18,0.11586872376445112
19,0.5176430668184044
20,0.09004915122635637
21,0.11916952789387553
22,0.5182147473809047
23,0.07449254646718251
24,0.08192880390871668
25,0.06832292947568154
26,0.07928143662057839
27,0.14806964129694178
28,0.17964657763101524
29,0.43851534775232504
30,0.5132228655478597
31,0.16535285857950544
32,0.1852604497476531
33,0.08700687656063659
34,0.5321418615502752
35,0.08888982872611194
36,0.06937064156935743
37,0.1945680626725177
38,0.06320518819678951
39,0.01016574846975698
40,0.11528041587680567
41,0.5197318697977396
42,0.020724615682725996
43,0.5139602246833478
44,0.4974063469540862
45,0.12349639984482923
46,0.4274705588899765
47,0.35239475795857483
48,0.5044438270849525
49,0.13811055570979228
50,0.08032176456238412
51,0.731236896834689
52,0.12928264016472407
53,0.05900777327980572
54,0.35013738455265475
55,0.07182787444389749
56,0.17536083239513398
57,0.5006748529169794
58,0.07169084003310891
59,0.1558712349554253
60,0.39577069273937054
61,0.5413102795076805
62,0.15291613987689004
63,0.5196261159582171
64,0.5041699222346173
65,0.18961778292120865
66,0.1970188613196581
67,0.130213593870333
68,0.5028727181984414
69,0.04238318498418635
70,0.2131254280336898
71,0.1707793156720901
72,0.24397179205365085
73,0.10315526392617495
74,0.032193061690939745
75,0.23746217627287597
76,0.5299013316993127
77,0.503183189958516
78,0.07202571843372439
79,0.10145976083274444
80,0.106960470775389
81,0.5046358835581473
82,0.14221801956059962
83,0.11562818361675957
84,0.09191425804164963
85,0.18691700917170792
86,0.1232139668480261
87,0.22442430927289952
88,0.08089435628301475
89,0.2241944844530234
90,0.44923168468846747
91,0.15711147417517193
92,0.11405182457863458
93,0.6379385098336927
94,0.5185978895450155
95,0.13844135129247592
96,0.18839701495363217
97,0.08468785347230429
98,0.11829308657322196
99,0.1270673251469228
100,0.1563535275361884
101,0.5228320267232451
102,0.0794055186411078
103,0.5160866855405595
104,0.10527479274517887
105,0.5643107559432228
106,0.19707025148504487
107,0.07397118114918122
108,0.17918913783733634
109,0.2692864902207727
110,0.16112248538578186
111,0.12344333635005096
112,0.5146584546105327
113,0.15020065577862754
114,0.15579415378102532
115,0.18705008142345922
116,0.6611027698379719
117,0.0665633936801262
118,0.20896563175101474
119,0.0426332658639874
120,0.11576313682607721
121,0.5261496766416088
122,0.0834820338188243
123,0.15937384581722958
124,0.057861294951502606
125,0.0797513426355079
126,0.2584315445185543
127,0.5707521265448204
128,0.5072064140176094
129,0.11385825562962994
130,0.5724622207037227
131,0.47103198585320266
132,0.4189051263669937
133,0.17051926173809767
134,0.12238159411503989
135,0.06405427745292484
136,0.0976768531389622
137,0.1781625015826657
138,0.08968531487344211
139,0.0553975969174199
140,0.23070963617916193
141,0.5143213498524092
142,0.18031197471917024
143,0.026727120917166926
144,0.5041513465283504
145,0.5036531915136959
146,0.6349321729716061
147,0.02240944577008514
148,0.10695603149403267
149,0.12128751913527892
150,0.058199405013483196
151,0.0964237070984928
152,0.15747503524397669
153,0.29761212716375157
154,0.11284816204284391
155,0.5438652538622081
156,0.21452833454537887
157,0.13689093378217387
158,0.1245322572219321
159,0.38879428757961404
160,0.22778881355152175
161,0.5502817064669736
162,0.5286943956734168
163,0.18410958478861666
164,0.5182607714381464
165,0.49063083327470963
166,0.5248447567171014
167,0.12662971475320423
168,0.22814867502139988
169,0.41496596305070604
170,0.8153661595777061
171,0.10651038497445507
172,0.08410054713966812
173,0.48034927127377347
174,0.5165592892976104
175,0.1258811792591089
176,0.2181732147944414
177,0.7151203679398632
178,0.25562753486598727
179,0.06900013008237223
180,0.5992310018559648
181,0.05258672458486312
182,0.20718124594816606
183,0.0923071665738628
184,0.02207363634090125
185,0.12918826898600028
186,0.09138184063086974
187,0.21617233023300494
188,0.056457073201389534
189,0.013249090011897691
190,0.17316661752865808
191,0.07008812239081326
192,0.24382339098326516
193,0.582879187124828
194,0.02901026701167638
195,0.06028078084164302
196,0.015379727447248609
197,0.5049914201338132
198,0.5162685389280818
199,0.5481867082067005
200,0.21976992347376392
201,0.029261796367321458
202,0.377269211441055
203,0.046847353720535445
204,0.526650045819654
205,0.12024849534486941
206,0.03782761473150152
207,0.6439487156434118
208,0.2681467903658617
209,0.1496669039121494
210,0.09841075717652548
211,0.0828783021452388
212,0.09817977279015061
213,0.050934910308154814
214,0.7199673352268982
215,0.6233326946783883
216,0.5037952129840224
217,0.4383686892665378
218,0.5252753901811784
219,0.15028267506533702
220,0.5144285036467598
221,0.5175375436634244
222,0.1617429010426136
223,0.5189183694758185
224,0.14935109093147705
225,0.08222046445048649
226,0.5180323908153179
227,0.06038852876701427
228,0.1385535228151324
229,0.07301517680132578
230,0.17944837141409417
231,0.27863388528470634
232,0.05359480951231581
233,0.24215277565594426
234,0.2583873410349871
235,0.5263096625805895
236,0.05147864408888929
237,0.07127934340616067
238,0.5025977767920244
239,0.7935256056893395
240,0.11373179769309805
241,0.09235365408950777
242,0.49294477435704204
243,0.042480180691756984
244,0.2159687446135168
245,0.0838602793863375
246,0.0399312050970672
247,0.19622446722222517
248,0.5021479303247914
249,0.5596295924716446
250,0.5034394464503043
251,0.18353323521262885
252,0.07439813036256387
253,0.069435604172707
254,0.09129329810778594
255,0.09900947705660061
256,0.012448043415846915
257,0.08281727097516968
258,0.06421283621272635
259,0.264590059458523
260,0.5094223342951001
261,0.06332199065454243
262,0.5268663614957038
263,0.07351394062676564
264,0.2759933422674919
265,0.46381542304122403
266,0.042603461462578526
267,0.11900193175448884
268,0.14997010628681914
269,0.1476832641339788
270,0.024227301635779557
271,0.015379727447248609
272,0.30303673015454946
273,0.1608563615137384
274,0.1705528607291817
275,0.09268884390271229
276,0.11286129607991156
277,0.581947560286872
278,0.6149725013313148
279,0.02739219342427854
280,0.11483897854405097
281,0.5104014415460758
282,0.06223370433322897
283,0.507254305246732
284,0.5680382971532425
285,0.5580113371333748
286,0.19600259994391453
287,0.48388874072545823
288,0.09833771439282794
289,0.09921133605430009
290,0.10943271082079536
291,0.502922112714725
292,0.057757052913057785
293,0.5295505632948179
294,0.06802572083777313
295,0.2500184158661793
296,0.05834836484096774
297,0.11262562212266257
298,0.1087316084704944
299,0.04242788916221705
300,0.047407992437494335
301,0.5326780208613896
302,0.6485851819129931
303,0.7524206279671861
304,0.5823796064272184
305,0.12404414221097575
306,0.5712756810359174
307,0.01276929454569477
308,0.37762364285664024
309,0.11744969737009352
310,0.10691320927428923
311,0.11600299154212722
312,0.6472400925098023
313,0.29712214115502716
314,0.5053227707556153
315,0.25126347675554656
316,0.18291256435100717
317,0.508681616237495
318,0.006700351655123537
319,0.6461434802199568
320,0.15123553255897398
321,0.5408459184755816
322,0.09538625493206375
323,0.24121533553671048
324,0.30713260817318616
325,0.06842674771367684
326,0.5222518395194014
327,0.3000291240032752
328,0.07384306651025181
329,0.08274858104685974
330,0.09758968444415358
331,0.15693945019679037
332,0.06111861747700631
333,0.1470480611509362
334,0.04586957589280428
335,0.18053236759691355
336,0.23722878898638283
337,0.12659801783189084
338,0.5556493130145734
339,0.023407484764503817
340,0.536774600089147
341,0.5148937931556984
342,0.2927622612505393
343,0.5074836060358631
344,0.46100521573034114
345,0.17566120193603937
346,0.08853176995157204
347,0.721281625746753
348,0.15831232754578772
349,0.06270998727545461
350,0.5043225591531622
351,0.5390397659240819
352,0.29817906389645227
353,0.061592373122061464
354,0.5519048885848107
355,0.15323072961398893
356,0.012411284191386944
357,0.08022731180436153
358,0.0801989726104275
359,0.04931215737497384
360,0.09682932940129876
361,0.11884544208469217
362,0.6571178334655825
363,0.08019069992656407
364,0.529159316618858
365,0.10002322623089438
366,0.18123817854833213
367,0.10267693908051823
368,0.27879887983242957
369,0.024850298434574303
370,0.7341236931074444
371,0.3403392473880806
372,0.3843684860053438
373,0.22861897544863133
374,0.05102710668134202
375,0.11824576236998453
376,0.658586202582276
377,0.6287449022388238
378,0.14632589222261594
379,0.030876464621632592
380,0.16534622539871316
381,0.5016759431064387
382,0.5065515767246919
383,0.172107426285975
384,0.4981936191827991
385,0.5120352719772708
386,0.24217699053641284
387,0.03350750016088361
388,0.10313823577643498
389,0.5120202415966887
390,0.10372663916269481
391,0.2218732428840518
392,0.03334827456384006
393,0.5188474922181845
394,0.6576339641765364
395,0.04503289820108282
396,0.02423879528870322
397,0.26986703535854834
398,0.06372834201550914
399,0.7056035673451908
400,0.47112920236454037
401,0.06900327308921346
402,0.10664129444991853
403,0.1454891399434136
404,0.26767317514649563
405,0.5224812473157305
406,0.4905829082709527
407,0.2237026709139495
408,0.24506776727161433
409,0.16040089027479576
410,0.7522389259447675
411,0.40761802757460275
412,0.22198321595013523
413,0.10964265695319222
414,0.10954025733977585
415,0.6594758999317964
416,0.11207087900981663
417,0.07580751114427495
418,0.5047778857818579
419,0.21576547048157302
420,0.657171869757364
421,0.5229355562870944
422,0.1669922399949856
423,0.5026514468303381
424,0.12710938416460127
425,0.06629602485025612
426,0.5228141111346271
427,0.405144643094647
428,0.09834327953389464
429,0.07470558867305231
430,0.058184995658717445
431,0.21892242306305754
432,0.4932731051855432
433,0.1303560342695101
434,0.48943399725010245
435,0.09922382487612376
436,0.28543286326623063
437,0.049673552986186
438,0.1070112947034218
439,0.4665443185111061
440,0.5149215956197073
441,0.261783235743841
442,0.056997654018420295
443,0.44816480415380483
444,0.29362802224749235
445,0.18733430199791412
446,0.5232191439159766
447,0.151089882779662
448,0.23534166518893523
449,0.048986186330242605
450,0.6571210238777055
451,0.11488282844216396
452,0.18745890707089663
453,0.5668084530392565
454,0.11849920058938915
455,0.4310534756622882
456,0.2191987632495239
457,0.0971425739856966
458,0.527244066403042
459,0.5036149192090156
460,0.5009836429674835
461,0.05349713761187427
462,0.1257628615275877
463,0.7558950547868787
464,0.11334562266955778
465,0.14731622833848104
466,0.0793876218799062
467,0.35564385297366896
468,0.12466751630599636
469,0.04192210055560085
470,0.5605581922999465
471,0.5089412853707692
472,0.663039095653157
473,0.04869316111960894
474,0.0666810783578712
475,0.19153109755953318
476,0.09020863852548258
477,0.3570395471080459
478,0.45261703207313886
479,0.27245921560986824
480,0.07355153158994308
481,0.05170095229621469
482,0.5892970299119366
483,0.11222466703958063
484,0.5097678325990237
485,0.24165225180559824
486,0.20153696157363477
487,0.5059867905844421
488,0.06107290939455883
489,0.02797904925395775
490,0.3720268570226422
491,0.092702614840381
492,0.04472849295018797
493,0.5249600609926246
494,0.7172173961025765
495,0.051709595033321586
496,0.2977528327367183
497,0.18755903336184895
498,0.07097400865678537
499,0.12750478634301823
500,0.30383596418678305
501,0.23664728996622497
502,0.09253748085909314
503,0.14071306573149375
504,0.1084213102646118
505,0.5222501032652268
506,0.059271921379042115
507,0.6044755046278543
508,0.16373065187505745
509,0.13248715467656402
510,0.07634083380327326
511,0.1476105789751047
512,0.04670742189802498
513,0.5201062412704098
514,0.5170277784081979
515,0.15479448769783272
516,0.3242065719643314
517,0.10662209299736579
518,0.7331843658204708
519,0.30511414068753
520,0.07163320083897126
521,0.5576227999099352
522,0.10884667893267992
523,0.34305372410794494
524,0.43387756698293195
525,0.07800897413849522
526,0.5394021802669458
527,0.5034669272969201
528,0.19189828126924802
529,0.6163744495841107
530,0.5201878704544508
531,0.5691319245167028
532,0.5338984191130769
533,0.527298612323815
534,0.5008056434644756
535,0.08031658735976371
536,0.6357723404286508
537,0.5529772002389922
538,0.42483977748562946
539,0.18374655368324802
540,0.2559878570779904
541,0.5426103359907206
542,0.13678096457094266
543,0.5769840880550388
544,0.13910931640621876
545,0.06257255930080526
546,0.18060160649841697
547,0.5246512881689331
548,0.5029222078891047
549,0.1441289115210213
550,0.13254004970623232
551,0.3623910835968698
552,0.5067690278899006
553,0.5101611373434896
554,0.051443781953835525
555,0.5232454298560265
556,0.05170311177918273
557,0.7855852605749476
558,0.17582966971504357
559,0.47636183384744374
560,0.6226331466662833
561,0.2932730412037481
562,0.12173161033734052
563,0.6426374056791424
564,0.04937585344194945
565,0.14958411967191157
566,0.2727277403918896
567,0.17653124188691474
568,0.10514711032704707
569,0.5214310198655395
570,0.11681258887118728
571,0.4611831537482677
572,0.5107024982925518
573,0.09248465600476256
574,0.07585969693223543
575,0.18430325934909816
576,0.5284405633898989
577,0.5296551846893047
578,0.7707384865380253
579,0.01960608909082255
580,0.16153883538285702
581,0.3768648214954518
582,0.1249794177890073
583,0.6677808561907438
584,0.07235851389244549
585,0.11641721784773514
586,0.5339109319890084
587,0.04744641205438665
588,0.10786933080044556
589,0.12997730835283924
590,0.7765547386229793
591,0.3634666683575941
592,0.10066582852223703
593,0.01735260462449489
594,0.2973091453084808
595,0.042456190345061526
596,0.20330675519636457
597,0.008689535764110452
598,0.04586859617212703
599,0.009792816012474911
600,0.48189769970183144
601,0.6261591488172714
602,0.45165706753696533
603,0.09788104847892186
604,0.19212561692682295
605,0.5172706851227584
606,0.08115369130283147
607,0.1269680416064089
608,0.5036814891321197
609,0.08969571363558015
610,0.04318789565827264
611,0.2562943626740107
612,0.1349638628612301
613,0.5141477682856432
614,0.5155156347599261
615,0.14011406010096356
616,0.7541459123657808
617,0.5110896046324171
618,0.02108238695908677
619,0.5240249809465994
620,0.4704217101556007
621,0.16522424109465322
622,0.27438476058334166
623,0.4675905378098097
624,0.44163973996486994
625,0.08395017526548747
626,0.46077983402598766
627,0.6800520837053174
628,0.035843515597036586
629,0.19570816066742788
630,0.02275029839443822
631,0.08417148551977417
632,0.1309833735883831
633,0.278950331309999
634,0.1179610464151407
635,0.09167719404911893
636,0.0967639958281696
637,0.06257875296890758
638,0.05056291427137445
639,0.0954870516422019
640,0.5159314732951646
641,0.30784463542165885
642,0.06954085114738387
643,0.10261083524521562
644,0.04597475971454529
645,0.06828371252958124
646,0.609298342002804
647,0.06453144433901442
648,0.10325970881023905
649,0.2515472105313794
650,0.5640512237752351
651,0.09870213147166494
652,0.542019237731246
653,0.16132739267906773
654,0.14579025212024463
655,0.5132646003897835
656,0.11098976450833067
657,0.6729241804150692
658,0.057973813932239375
659,0.46533489659270766
660,0.5515851541932032
661,0.04357048660815949
662,0.14265201164985641
663,0.543997070435333
664,0.05362734824247138
665,0.04693178870197577
666,0.5151336676459827
667,0.19012690197767446
668,0.13859107978443178
669,0.15554397035809886
670,0.18504637281864061
671,0.07633917121819726
672,0.7207104837733203
673,0.09174327903698662
674,0.5237731442964255
675,0.10596723832236302
676,0.5813678275082086
677,0.2411262973243879
678,0.5619321478632748
679,0.01836293247723668
680,0.07505649159004035
681,0.5871150356211283
682,0.5204462051817689
683,0.09207564872004963
684,0.5018807046367308
685,0.1133745713895174
686,0.09699049134484816
687,0.535857000643945
688,0.02487780723414736
689,0.5334557975828927
690,0.0517166998557102
691,0.05408725300732435
692,0.032451042774727566
693,0.09051039204156432
694,0.20027601093522265
695,0.06783363269087753
696,0.14879312507105358
697,0.2134167493306998
698,0.5920407131792189
699,0.5022302450079065
700,0.5044038664280551
701,0.5362967576020489
702,0.5539468429892861
703,0.7767474147665887
704,0.0639429240791633
705,0.6835796034513257
706,0.04870565813277014
707,0.5042082550626966
708,0.2652091622346724
709,0.5080389747651883
710,0.19512600478833972
711,0.07557956495970818
712,0.21883478097251743
713,0.06227344448992204
714,0.22780924306529782
715,0.07613005058172607
716,0.5243182395778765
717,0.5855717404765376
718,0.0849577592393922
719,0.21088256882944048
720,0.3355693354086893
721,0.07309137896628576
722,0.25310800533785666
723,0.15571983862098512
724,0.5571445023381066
725,0.026911271481834677
726,0.696393204014332
727,0.11459536377805372
728,0.43290640808532793
729,0.49332495635184
730,0.6237600895266343
731,0.11742595331543625
732,0.12041511664229732
733,0.11796152254425447
734,0.5191837821077014
735,0.532333964273644
736,0.293728762774444
737,0.13619720577355918
738,0.1111799036460655
739,0.043676765138922706
740,0.13239156755149648
741,0.10776719934190707
742,0.5039979892500485
743,0.07394670408089841
744,0.4294304383356447
745,0.1165833359017215
746,0.15616943425884183
747,0.02635188734272628
748,0.11894484339233616
749,0.5090797576035317
750,0.6195908193153898
751,0.09187297600669135
752,0.10371920019078015
753,0.11691742669754376
754,0.1415625852686093
755,0.5562108083863471
756,0.5004051173287292
